country,company,wiki_url,official_sites,status_note
Germany,Born Feinkost,https://en.wikipedia.org/wiki/Born_Feinkost,,
Germany,C. Hahne Mühlenwerke GmbH & Co. KG,https://en.wikipedia.org/wiki/C._Hahne_M%C3%BChlenwerke_GmbH_%26_Co._KG,http://www.hahne.de/index.php?language=en&category=000000,Confirmed
Germany,Coppenrath & Wiese,https://en.wikipedia.org/wiki/Coppenrath_%26_Wiese,https://www.coppenrath-wiese.com,Confirmed
Germany,Dr. Oetker,https://en.wikipedia.org/wiki/Dr._Oetker,https://www.oetker.com/en/homepage,Confirmed
Germany,Düsseldorfer Löwensenf,https://en.wikipedia.org/wiki/D%C3%BCsseldorfer_L%C3%B6wensenf,http://www.loewensenf.de,Confirmed
Germany,Frosta AG,https://en.wikipedia.org/wiki/Frosta_AG,https://www.frosta-ag.com/,Confirmed
Germany,Granini,https://en.wikipedia.org/wiki/Granini,,
Germany,Halloren Chocolate Factory,https://en.wikipedia.org/wiki/Halloren_Chocolate_Factory,,
Germany,Händlmaier,https://en.wikipedia.org/wiki/H%C3%A4ndlmaier,,
Germany,Hans Adler,https://en.wikipedia.org/wiki/Hans_Adler_(business),,
Germany,Haribo,https://en.wikipedia.org/wiki/Haribo,https://www.haribo.com,Confirmed
Germany,Intersnack,https://en.wikipedia.org/wiki/Intersnack,https://www.intersnackgroup.com/,Confirmed
Germany,Lorenz Snack-World,https://en.wikipedia.org/wiki/Lorenz_Snack-World,https://lorenz-snacks.de/,Confirmed
Germany,Mederer GmbH,https://en.wikipedia.org/wiki/Mederer_GmbH,,
Germany,Meica,https://en.wikipedia.org/wiki/Meica,,
Germany,Mestemacher,https://en.wikipedia.org/wiki/Mestemacher,,
Germany,Müller,https://en.wikipedia.org/wiki/M%C3%BCller_(company),http://www.muellergroup.com,Confirmed
Germany,Niederegger,https://en.wikipedia.org/wiki/Niederegger,,
Germany,Nordzucker,https://en.wikipedia.org/wiki/Nordzucker,http://www.nordzucker.com/en/,Confirmed
Germany,Schwarz Gruppe,https://en.wikipedia.org/wiki/Schwarz_Gruppe,,
Germany,Südzucker,https://en.wikipedia.org/wiki/S%C3%BCdzucker,http://www.suedzucker.de/en/,Confirmed
Germany,Teekampagne,https://en.wikipedia.org/wiki/Teekampagne,http://www.teekampagne.de,Confirmed
Germany,Teekanne,https://en.wikipedia.org/wiki/Teekanne_(company),http://www.teekanne.com,Confirmed
Germany,Waldemar Behn,https://en.wikipedia.org/wiki/Waldemar_Behn,http://www.behn-liqueurs.com/,Confirmed
Germany,Wild,https://en.wikipedia.org/wiki/Wild_(food_company),,
Germany,Zott,https://en.wikipedia.org/wiki/Zott_(dairy_company),,
Greece,Arapian,https://en.wikipedia.org/wiki/Arapian,,
Greece,Evga S.A,https://en.wikipedia.org/wiki/Evga_S.A,https://www.evgapastries.gr/,Confirmed
Greece,Haitoglou Bros,https://en.wikipedia.org/wiki/Haitoglou_Bros,,
Greece,Ion,https://en.wikipedia.org/wiki/Ion_(chocolate),,
Greece,KYKNOS S.A.,https://en.wikipedia.org/wiki/KYKNOS_S.A.,,
Greece,Melissa S.A.,https://en.wikipedia.org/wiki/Melissa_S.A.,,
Greece,Mevgal,https://en.wikipedia.org/wiki/Mevgal,,
Greece,Miran Pastourma,https://en.wikipedia.org/wiki/Miran_Pastourma,,
Greece,Papadopoulos,https://en.wikipedia.org/wiki/Papadopoulos_(biscuits),http://papadopoulou.gr/en/,Confirmed
Greece,Terkenlis,https://en.wikipedia.org/wiki/Terkenlis,,
Greece,Vivartia,https://en.wikipedia.org/wiki/Vivartia,,
Hungary,Borsod Brewery,https://en.wikipedia.org/wiki/Borsod_Brewery,http://www.borsodi.hu,Confirmed
Hungary,Győri Keksz,https://en.wikipedia.org/wiki/Gy%C5%91ri_Keksz,,
Hungary,Hell Energy Drink,https://en.wikipedia.org/wiki/Hell_Energy_Drink,http://www.hellenergy.com,Confirmed
Hungary,Pick Szeged,https://en.wikipedia.org/wiki/Pick_Szeged,,
India,Adyar Ananda Bhavan,https://en.wikipedia.org/wiki/Adyar_Ananda_Bhavan,https://www.aabsweets.com,Confirmed
India,Amul,https://en.wikipedia.org/wiki/Amul,https://amul.com/,Confirmed
India,Bisleri,https://en.wikipedia.org/wiki/Bisleri,,
India,Banas Dairy,https://en.wikipedia.org/wiki/Banas_Dairy,http://banasdairy.coop/home.html,Confirmed
India,Bihar State Milk Co-operative Federation,https://en.wikipedia.org/wiki/Bihar_State_Milk_Co-operative_Federation,http://www.sudha.coop/,Confirmed
India,Britannia Industries,https://en.wikipedia.org/wiki/Britannia_Industries,,
India,Dabur,https://en.wikipedia.org/wiki/Dabur,https://www.dabur.com/,Confirmed
India,Dudhsagar Dairy,https://en.wikipedia.org/wiki/Dudhsagar_Dairy,http://www.dudhsagardairy.coop/,Confirmed
India,Everest Spices,https://en.wikipedia.org/wiki/Everest_Spices,,
India,Haldiram's,https://en.wikipedia.org/wiki/Haldiram%27s,https://www.haldiram.com/,Confirmed
India,Hatsun Agro Product,https://en.wikipedia.org/wiki/Hatsun_Agro_Product,,
India,ITC Limited,https://en.wikipedia.org/wiki/ITC_Limited,https://www.itcportal.com,Confirmed
India,Karnataka Milk Federation,https://en.wikipedia.org/wiki/Karnataka_Milk_Federation,https://kmfnandini.coop,Confirmed
India,Kerala Co-operative Milk Marketing Federation,https://en.wikipedia.org/wiki/Kerala_Co-operative_Milk_Marketing_Federation,,
India,Marico,https://en.wikipedia.org/wiki/Marico,,
India,Meat Products of India,https://en.wikipedia.org/wiki/Meat_Products_of_India,http://www.meatproductsindia.in/,Confirmed
India,Mother Dairy,https://en.wikipedia.org/wiki/Mother_Dairy,http://www.motherdairy.com,Confirmed
India,Orissa State Cooperative Milk Producers' Federation,https://en.wikipedia.org/wiki/Orissa_State_Cooperative_Milk_Producers%27_Federation,http://www.omfed.com,Confirmed
India,Parle Agro,https://en.wikipedia.org/wiki/Parle_Agro,http://www.parleagro.com,Confirmed
India,Parle Products,https://en.wikipedia.org/wiki/Parle_Products,http://www.parleproducts.com/,Confirmed
India,Patanjali Ayurved,https://en.wikipedia.org/wiki/Patanjali_Ayurved,https://patanjaliayurved.net,Confirmed
India,Ravi Foods Private Limited,https://en.wikipedia.org/w/index.php?title=Ravi_Foods_Private_Limited&action=edit&redlink=1,,
India,Tata Consumer Products,https://en.wikipedia.org/wiki/Tata_Consumer_Products,https://www.tataconsumer.com/,Confirmed
Indonesia,ABC Foods,https://en.wikipedia.org/wiki/ABC_(food),https://www.heinzabc.co.id/,Confirmed
Indonesia,Delta Djakarta,https://en.wikipedia.org/wiki/Delta_Djakarta,https://www.deltajkt.co.id/,Confirmed
Indonesia,Greenfields,https://en.wikipedia.org/wiki/Greenfields_(dairy_company),https://www.greenfieldsdairy.com/,Confirmed
Indonesia,Indofood,https://en.wikipedia.org/wiki/Indofood,http://www.indofood.com/,Confirmed
Indonesia,Japfa,https://en.wikipedia.org/wiki/Japfa,,
Indonesia,Kino Food,https://en.wikipedia.org/wiki/Kino_Indonesia,https://www.kino.co.id/,Confirmed
Indonesia,Mayora Indah,https://en.wikipedia.org/wiki/Mayora_Indah,http://www.mayora.com,Confirmed
Indonesia,Multi Bintang Indonesia,https://en.wikipedia.org/wiki/Bintang_Beer,http://www.multibintang.co.id/,Confirmed
Indonesia,My Kopi-O!,https://en.wikipedia.org/wiki/My_Kopi-O!,http://www.mykopio.id/home.php,Confirmed
Indonesia,Roti Bunz,https://en.wikipedia.org/wiki/Roti_Bunz,https://web.archive.org/web/20170913052449/http://rotibunz.com/,Confirmed
Indonesia,Sariwangi,https://en.wikipedia.org/wiki/Sariwangi,,
Indonesia,Siantar Top,https://en.wikipedia.org/wiki/Siantar_Top,https://siantartop.co.id/en/home/,Confirmed
Indonesia,Sido Muncul,https://en.wikipedia.org/wiki/Sido_Muncul,https://www.sidomuncul.co.id/,Confirmed
Indonesia,Sosro,https://en.wikipedia.org/wiki/Teh_botol,,
Indonesia,Wings Food,https://en.wikipedia.org/wiki/Wings_(Indonesian_company),https://wingscorp.com/,Confirmed
Indonesia,Yupi,https://en.wikipedia.org/wiki/Yupi_(confectioner),,
Ireland,Abbey Cheese Company,https://en.wikipedia.org/wiki/Abbey_Cheese_Company,,
Ireland,Ardsallagh Goat Farm,https://en.wikipedia.org/wiki/Ardsallagh_Goat_Farm,http://www.ardsallaghgoats.ie,Confirmed
Ireland,Barry's Tea,https://en.wikipedia.org/wiki/Barry%27s_Tea,http://www.barrystea.ie/,Confirmed
Ireland,Béal Organic Cheese,https://en.wikipedia.org/wiki/B%C3%A9al_Organic_Cheese,http://www.beal.ie,Confirmed
Ireland,Bewley's,https://en.wikipedia.org/wiki/Bewley%27s,http://www.bewleys.com,Confirmed
Ireland,Bluebell Falls,https://en.wikipedia.org/wiki/Bluebell_Falls,http://bluebellfalls.com/,Confirmed
Ireland,Burren Smokehouse,https://en.wikipedia.org/wiki/Burren_Smokehouse,http://www.burrensmokehouse.ie/,Confirmed
Ireland,Butlers Chocolates,https://en.wikipedia.org/wiki/Butlers_Chocolates,,
Ireland,C&C Group,https://en.wikipedia.org/wiki/C%26C_Group,http://www.candcgroupplc.com,Confirmed
Ireland,Cahill's Farm Cheese,https://en.wikipedia.org/wiki/Cahill%27s_Farm_Cheese,https://cahillscheese.ie/,Confirmed
Ireland,Carlow Brewing Company,https://en.wikipedia.org/wiki/Carlow_Brewing_Company,http://www.carlowbrewing.com,Confirmed
Ireland,Carrigaline Farmhouse Cheese,https://en.wikipedia.org/wiki/Carrigaline_Farmhouse_Cheese,http://carrigalinecheese.com,Confirmed
Ireland,Donegal Creameries,https://en.wikipedia.org/wiki/Donegal_Creameries,,
Ireland,Flahavan's,https://en.wikipedia.org/wiki/Flahavan%27s,http://www.flahavans.com,Confirmed
Ireland,Fyffes,https://en.wikipedia.org/wiki/Fyffes,https://www.fyffes.com,Confirmed
Ireland,Gleeson Group,https://en.wikipedia.org/wiki/Gleeson_Group,http://www.gleesongroup.ie/,Confirmed
Ireland,Greencore,https://en.wikipedia.org/wiki/Greencore,https://www.greencore.com,Confirmed
Ireland,Hadji Bey,https://en.wikipedia.org/wiki/Hadji_Bey,http://www.hadjibey.ie/,Confirmed
Ireland,Irwin's Bakery,https://en.wikipedia.org/wiki/Irwin%27s_Bakery,http://www.irwinsbakery.com,Confirmed
Ireland,Kerry Group,https://en.wikipedia.org/wiki/Kerry_Group,,
Ireland,Lakeland Dairies,https://en.wikipedia.org/wiki/Lakeland_Dairies,http://www.lakeland.ie/,Confirmed
Ireland,Lyons Tea,https://en.wikipedia.org/wiki/Lyons_Tea_(Ireland),http://www.lyonstea.ie/,Confirmed
Ireland,Mauds Ice Creams,https://en.wikipedia.org/wiki/Mauds_Ice_Creams,,
Ireland,Murphys Ice Cream,https://en.wikipedia.org/wiki/Murphys_Ice_Cream,http://www.murphysicecream.ie,Confirmed
Ireland,Nobó,https://en.wikipedia.org/wiki/Nob%C3%B3,http://nobo.ie/,Confirmed
Ireland,Old Bushmills Distillery,https://en.wikipedia.org/wiki/Old_Bushmills_Distillery,,
Ireland,Ornua,https://en.wikipedia.org/wiki/Ornua,https://ornua.com/,Confirmed
Ireland,R&H Hall,https://en.wikipedia.org/wiki/R%26H_Hall,,
Ireland,Shamrock Foods,https://en.wikipedia.org/wiki/Shamrock_Foods,,
Ireland,Tayto (Northern Ireland),https://en.wikipedia.org/wiki/Tayto_(Northern_Ireland),http://www.tayto.com,Confirmed
Ireland,Tayto (Republic of Ireland),https://en.wikipedia.org/wiki/Tayto_(Republic_of_Ireland),,
Ireland,Valeo Foods,https://en.wikipedia.org/wiki/Valeo_Foods,,
Israel,Angel Bakeries,https://en.wikipedia.org/wiki/Angel_Bakeries,https://web.archive.org/web/20110728105523/http://tiferesyisroel.org/Lachmaniot.pdf,Confirmed
Israel,Berman's Bakery,https://en.wikipedia.org/wiki/Berman%27s_Bakery,,
Israel,Osem,https://en.wikipedia.org/wiki/Osem_(company),,
Israel,Prigat,https://en.wikipedia.org/wiki/Prigat,http://www.prigat.co.il/,Confirmed
Israel,Strauss,https://en.wikipedia.org/wiki/Strauss_Group,http://www.strauss-group.com/en/,Confirmed
Israel,Tara,https://en.wikipedia.org/wiki/Tara_(Israel),,
Israel,Yehuda Matzos,https://en.wikipedia.org/wiki/Yehuda_Matzos,,
Italy,Amedei,https://en.wikipedia.org/wiki/Amedei,,
Italy,Auricchio,https://en.wikipedia.org/wiki/Auricchio,,
Italy,Autogrill,https://en.wikipedia.org/wiki/Autogrill,http://www.autogrill.com/en,Confirmed
Italy,Dolciaria Balconi,https://en.wikipedia.org/wiki/Dolciaria_Balconi,,
Italy,Balocco,https://en.wikipedia.org/wiki/Balocco_(company),,
Italy,Barilla Group,https://en.wikipedia.org/wiki/Barilla_Group,https://www.barillagroup.com/,Confirmed
Italy,Bartolo Nardini,https://en.wikipedia.org/wiki/Bartolo_Nardini,,
Italy,Bertagni,https://en.wikipedia.org/wiki/Bertagni,,
Italy,Campari Group,https://en.wikipedia.org/wiki/Campari_Group,http://www.camparigroup.com,Confirmed
Italy,Carapelli,https://en.wikipedia.org/wiki/Carapelli,https://www.carapelli.com/,Confirmed
Italy,Cielo,https://en.wikipedia.org/wiki/Cielo_(company),,
Italy,Cirio,https://en.wikipedia.org/wiki/Cirio,http://www.cirio1856.com,Confirmed
Italy,Coppola Foods,https://en.wikipedia.org/wiki/Coppola_Foods,,
Italy,De Cecco,https://en.wikipedia.org/wiki/De_Cecco,https://www.dececco.com/gb_en/,Confirmed
Italy,Domori,https://en.wikipedia.org/wiki/Domori,https://domori.com,Confirmed
Italy,Elledi,https://en.wikipedia.org/wiki/Elledi,,
Italy,Ferrero SpA,https://en.wikipedia.org/wiki/Ferrero_SpA,https://www.ferrero.com/,Confirmed
Italy,Gelati Cecchi,https://en.wikipedia.org/wiki/Gelati_Cecchi,,
Italy,Giovanni Rana,https://en.wikipedia.org/wiki/Giovanni_Rana,,
Italy,Girolamo Luxardo,https://en.wikipedia.org/wiki/Girolamo_Luxardo,,
Italy,Granarolo,https://en.wikipedia.org/wiki/Granarolo_(company),http://granarologroup.com/,Confirmed
Italy,Grom,https://en.wikipedia.org/wiki/Grom_(company),http://www.grom.it/en/,Confirmed
Italy,Guglielmo coffee,https://en.wikipedia.org/wiki/Guglielmo_coffee,,
Italy,La Molisana,https://en.wikipedia.org/wiki/La_Molisana,http://www.lamolisana.it,Confirmed
Italy,Lavazza,https://en.wikipedia.org/wiki/Lavazza,https://www.lavazza.com/,Confirmed
Italy,Lazzaroni,https://en.wikipedia.org/wiki/Lazzaroni,,
Italy,Loacker,https://en.wikipedia.org/wiki/Loacker,http://loackerusa.com/,Confirmed
Italy,Marzadro Distillery,https://en.wikipedia.org/wiki/Marzadro_Distillery,,
Italy,Massimo Zanetti Beverage Group,https://en.wikipedia.org/wiki/Massimo_Zanetti_Beverage_Group,,
Italy,Nardini,https://en.wikipedia.org/wiki/Nardini_(grappa),,
Italy,Nonino Grappa,https://en.wikipedia.org/wiki/Nonino_Grappa,https://www.grappanonino.it/en,Confirmed
Italy,Parmalat,https://en.wikipedia.org/wiki/Parmalat,https://www.parmalat.com,Confirmed
Italy,Pernigotti,https://en.wikipedia.org/wiki/Pernigotti,,
Italy,Polli,https://en.wikipedia.org/wiki/Polli_(company),,
Italy,Saclà Italia,https://en.wikipedia.org/wiki/Sacl%C3%A0_Italia,,
Italy,San Carlo,https://en.wikipedia.org/wiki/San_Carlo_(company),http://www.sancarlo.it/en,Confirmed
Italy,Sterilgarda,https://en.wikipedia.org/wiki/Sterilgarda,http://www.sterilgarda.it,Confirmed
Italy,Venchi,https://en.wikipedia.org/wiki/Venchi,https://eu.venchi.com/,Confirmed
Italy,Vicenzi,https://en.wikipedia.org/wiki/Vicenzi,,
Italy,Voiello,https://en.wikipedia.org/wiki/Voiello,http://www.voiello.it,Confirmed
Japan,Ajinomoto,https://en.wikipedia.org/wiki/Ajinomoto,http://www.ajinomoto.com,Confirmed
Japan,Asahi Breweries,https://en.wikipedia.org/wiki/Asahi_Breweries,http://www.asahibeer.co.jp/english,Confirmed
Japan,Calbee,https://en.wikipedia.org/wiki/Calbee,https://www.calbee.co.jp,Confirmed
Japan,Ezaki Glico,https://en.wikipedia.org/wiki/Ezaki_Glico,https://www.glico.com/global/about/overview/,Confirmed
Japan,Fujimitsu Corporation,https://en.wikipedia.org/wiki/Fujimitsu_Corporation,,
Japan,Fujiya,https://en.wikipedia.org/wiki/Fujiya,http://www.fujiya-peko.co.jp/index.html,Confirmed
Japan,House Foods,https://en.wikipedia.org/wiki/House_Foods,http://www.house-foods.com/,Confirmed
Japan,Kabaya,https://en.wikipedia.org/wiki/Kabaya,,
Japan,Kagome,https://en.wikipedia.org/wiki/Kagome_(company),http://www.kagome.co.jp/,Confirmed
Japan,Kikkoman,https://en.wikipedia.org/wiki/Kikkoman,,
Japan,Kirin Company,https://en.wikipedia.org/wiki/Kirin_Company,https://www.kirinholdings.com/en/,Confirmed
Japan,LEOC Japan,https://en.wikipedia.org/wiki/LEOC_Japan,http://www.leoc-j.com/,Confirmed
Japan,Maruchan,https://en.wikipedia.org/wiki/Maruchan,https://www.maruchan.co.jp/,Confirmed
Japan,Maruha Nichiro,https://en.wikipedia.org/wiki/Maruha_Nichiro,https://www.umios.com/en/,Confirmed
Japan,Marukome,https://en.wikipedia.org/wiki/Marukome,,
Japan,Meiji Dairies,https://en.wikipedia.org/wiki/Meiji_Dairies,http://www.meiji.co.jp/english/,Confirmed
Japan,Meiji Seika,https://en.wikipedia.org/wiki/Meiji_Seika,,
Japan,Mizkan,https://en.wikipedia.org/wiki/Mizkan,http://www.mizkan.net,Confirmed
Japan,Morinaga,https://en.wikipedia.org/wiki/Morinaga_%26_Company,,
Japan,Nippon Flour Mills,https://en.wikipedia.org/wiki/Nippon_Flour_Mills,,
Japan,Nippon Ham,https://en.wikipedia.org/wiki/Nippon_Ham,,
Japan,Nippon Suisan Kaisha,https://en.wikipedia.org/wiki/Nippon_Suisan_Kaisha,,
Japan,Nissin Foods,https://en.wikipedia.org/wiki/Nissin_Foods,https://www.nissin.com/,Confirmed
Japan,Saikabo,https://en.wikipedia.org/wiki/Saikabo,,
Japan,Sapporo Brewery,https://en.wikipedia.org/wiki/Sapporo_Brewery,https://www.sapporovietnam.com.vn,Confirmed
Japan,Shidax,https://en.wikipedia.org/wiki/Shidax,,
Japan,Snow Brand Milk Products,https://en.wikipedia.org/wiki/Snow_Brand_Milk_Products,,
Japan,Suntory,https://en.wikipedia.org/wiki/Suntory,http://www.suntory.com,Confirmed
Japan,Tohato,https://en.wikipedia.org/wiki/Tohato,,
Japan,Toyo Suisan,https://en.wikipedia.org/wiki/Toyo_Suisan,http://www.maruchan.co.jp/,Confirmed
Japan,Yakult,https://en.wikipedia.org/wiki/Yakult,http://www.yakult.co.jp/english/,Confirmed
Japan,Yamazaki Baking,https://en.wikipedia.org/wiki/Yamazaki_Baking,,
Japan,Zensho,https://en.wikipedia.org/wiki/Zensho,http://www.zensho.co.jp/en/index.html,Confirmed
Kuwait,Americana Group,https://en.wikipedia.org/wiki/Americana_Group,,
Kuwait,Kout Food Group,https://en.wikipedia.org/wiki/Kout_Food_Group,https://www.koutfood.com,Confirmed
Malaysia,BOH Plantations,https://en.wikipedia.org/wiki/BOH_Plantations,http://bohtea.com,Confirmed
Malaysia,Dutch Lady Milk Industries,https://en.wikipedia.org/wiki/Dutch_Lady_Milk_Industries,,
Malaysia,Felda Global Ventures Holdings,https://en.wikipedia.org/wiki/Felda_Global_Ventures_Holdings,http://www.fgvholdings.com,Confirmed
Malaysia,The Italian Baker,https://en.wikipedia.org/wiki/The_Italian_Baker,http://theitalianbaker.com.my/,Confirmed
Malaysia,Kart's,https://en.wikipedia.org/wiki/Kart%27s,http://www.kartfood.com.my/,Confirmed
Malaysia,Mamee Double-Decker,https://en.wikipedia.org/wiki/Mamee_Double-Decker,http://www.mamee.com/,Confirmed
Malaysia,Munchy's,https://en.wikipedia.org/wiki/Munchy%27s,http://www.munchys.com/,Confirmed
Malaysia,Polar Ice Cream,https://en.wikipedia.org/wiki/Polar_Ice_Cream,http://www.polaricecream.com.my/,Confirmed
Malaysia,Ramly Group,https://en.wikipedia.org/wiki/Ramly_Group,http://www.ramly.com.my,Confirmed
Malaysia,Sabah Tea,https://en.wikipedia.org/wiki/Sabah_Tea,http://www.sabahtea.com.my/,Confirmed
Malaysia,Sime Darby,https://en.wikipedia.org/wiki/Sime_Darby,http://www.sime.com,Confirmed
Malaysia,United Plantations,https://en.wikipedia.org/wiki/United_Plantations,,
Malaysia,Yit Foh Tenom Coffee,https://en.wikipedia.org/wiki/Yit_Foh_Tenom_Coffee,,
Mexico,Ah Cacao Real Chocolate,https://en.wikipedia.org/wiki/Ah_Cacao_Real_Chocolate,http://www.ahcacao.com,Confirmed
Mexico,Alpura,https://en.wikipedia.org/wiki/Alpura_(company),https://www.alpura.com,Confirmed
Mexico,Alsea,https://en.wikipedia.org/wiki/Alsea_(company),,
Mexico,Bachoco,https://en.wikipedia.org/wiki/Bachoco,http://www.bachoco.com.mx,Confirmed
Mexico,Búfalo,https://en.wikipedia.org/wiki/B%C3%BAfalo,https://www.bufalo.com.mx,Confirmed
Mexico,Chilchota Alimentos,https://en.wikipedia.org/wiki/Chilchota_Alimentos,http://www.chilchota.mx/,Confirmed
Mexico,Cholula Hot Sauce,https://en.wikipedia.org/wiki/Cholula_Hot_Sauce,http://www.cholula.com,Confirmed
Mexico,Gruma,https://en.wikipedia.org/wiki/Gruma,,
Mexico,Grupo Anderson's,https://en.wikipedia.org/wiki/Grupo_Anderson%27s,http://www.grupoandersons.com,Confirmed
Mexico,Grupo Bimbo,https://en.wikipedia.org/wiki/Grupo_Bimbo,http://www.grupobimbo.com/,Confirmed
Mexico,Grupo La Norteñita,https://en.wikipedia.org/wiki/Grupo_La_Norte%C3%B1ita,http://www.grupolanortenita.com/,Confirmed
Mexico,Grupo Lala,https://en.wikipedia.org/wiki/Grupo_Lala,http://www.grupolala.com,Confirmed
Mexico,Ibarra,https://en.wikipedia.org/wiki/Ibarra_(chocolate),https://www.chocoibarra.com.mx/eng/,Confirmed
Mexico,Jarritos,https://en.wikipedia.org/wiki/Jarritos,https://jarritos.com/,Confirmed
Mexico,Jose Cuervo,https://en.wikipedia.org/wiki/Jose_Cuervo,http://www.cuervo.com/,Confirmed
Mexico,La Costeña,https://en.wikipedia.org/wiki/La_Coste%C3%B1a_(food_company),,
Mexico,Mayordomo,https://en.wikipedia.org/wiki/Mayordomo,http://www.chocolatemayordomo.com.mx/,Confirmed
Mexico,Sidral Mundet,https://en.wikipedia.org/wiki/Sidral_Mundet,,
Mexico,Sigma Alimentos,https://en.wikipedia.org/wiki/Sigma_Alimentos,http://www.sigmafoodsusa.com/,Confirmed
Mexico,Valentina,https://en.wikipedia.org/wiki/Valentina_(hot_sauce),http://www.salsavalentina.com/,Confirmed
Netherlands,Ahold Delhaize,https://en.wikipedia.org/wiki/Ahold_Delhaize,https://www.aholddelhaize.com/,Confirmed
Netherlands,AVEBE,https://en.wikipedia.org/wiki/AVEBE,,
Netherlands,Bavaria Brewery,https://en.wikipedia.org/wiki/Bavaria_Brewery_(Netherlands),,
Netherlands,Douwe Egberts,https://en.wikipedia.org/wiki/Douwe_Egberts,http://www.douwe-egberts.com/,Confirmed
Netherlands,Droste,https://en.wikipedia.org/wiki/Droste,https://www.droste.nl,Confirmed
Netherlands,FrieslandCampina,https://en.wikipedia.org/wiki/FrieslandCampina,http://www.frieslandcampina.com,Confirmed
Netherlands,Heineken International,https://en.wikipedia.org/wiki/Heineken_International,https://www.theheinekencompany.com,Confirmed
Netherlands,Ketel One,https://en.wikipedia.org/wiki/Ketel_One,http://www.ketelone.com,Confirmed
Netherlands,Lucas Bols,https://en.wikipedia.org/wiki/Lucas_Bols,,
Netherlands,Nutreco,https://en.wikipedia.org/wiki/Nutreco,,
Netherlands,Remia,https://en.wikipedia.org/wiki/Remia,http://www.remia.com/en/home/,Confirmed
Netherlands,Royal Wessanen,https://en.wikipedia.org/wiki/Royal_Wessanen,http://www.wessanen.com,Confirmed
Netherlands,Vion NV,https://en.wikipedia.org/wiki/Vion_NV,,
New Zealand,Alliance Group,https://en.wikipedia.org/wiki/Alliance_Group,,
New Zealand,Chelsea Sugar Refinery,https://en.wikipedia.org/wiki/Chelsea_Sugar_Refinery,,
New Zealand,Cookie Time,https://en.wikipedia.org/wiki/Cookie_Time,,
New Zealand,Emerson's Brewery,https://en.wikipedia.org/wiki/Emerson%27s_Brewery,http://www.emersons.co.nz/,Confirmed
New Zealand,Evansdale Cheese,https://en.wikipedia.org/wiki/Evansdale_Cheese,http://www.evansdalecheese.co.nz/,Confirmed
New Zealand,Fonterra,https://en.wikipedia.org/wiki/Fonterra,,
New Zealand,Foodstuffs,https://en.wikipedia.org/wiki/Foodstuffs_(company),,
New Zealand,Foxton Fizz,https://en.wikipedia.org/wiki/Foxton_Fizz,http://www.foxtonfizz.com/,Confirmed
New Zealand,Goodman Fielder,https://en.wikipedia.org/wiki/Goodman_Fielder,http://www.goodmanfielder.com.au/,Confirmed
New Zealand,Gregg's,https://en.wikipedia.org/wiki/Gregg%27s_(New_Zealand),https://www.greggs.co.nz/,Confirmed
New Zealand,Griffin's Foods,https://en.wikipedia.org/wiki/Griffin%27s_Foods,https://www.griffinsfoodcompany.com/,Confirmed
New Zealand,Healtheries,https://en.wikipedia.org/wiki/Healtheries,,
New Zealand,Hubbard Foods,https://en.wikipedia.org/wiki/Hubbard_Foods,http://www.hubbards.co.nz/,Confirmed
New Zealand,Jimmy's Pies,https://en.wikipedia.org/wiki/Jimmy%27s_Pies,,
New Zealand,Lewis Road Creamery,https://en.wikipedia.org/wiki/Lewis_Road_Creamery,,
New Zealand,Livestock Improvement Corporation,https://en.wikipedia.org/wiki/Livestock_Improvement_Corporation,,
New Zealand,McCashins Brewery,https://en.wikipedia.org/wiki/McCashins_Brewery,http://www.mccashins.co.nz/,Confirmed
New Zealand,Monteith's,https://en.wikipedia.org/wiki/Monteith%27s,,
New Zealand,My Food Bag,https://en.wikipedia.org/wiki/My_Food_Bag,,
New Zealand,Progressive Enterprises,https://en.wikipedia.org/wiki/Progressive_Enterprises,,
New Zealand,Restaurant Brands,https://en.wikipedia.org/wiki/Restaurant_Brands,http://www.restaurantbrands.co.nz/,Confirmed
New Zealand,Silver Fern Farms,https://en.wikipedia.org/wiki/Silver_Fern_Farms,http://www.silverfernfarms.com,Confirmed
New Zealand,Speight's,https://en.wikipedia.org/wiki/Speight%27s,,
New Zealand,Synlait,https://en.wikipedia.org/wiki/Synlait,https://www.synlait.com/,Confirmed
New Zealand,Talley's Group,https://en.wikipedia.org/wiki/Talley%27s_Group,,
New Zealand,Tatua Dairy Company,https://en.wikipedia.org/wiki/Tatua_Dairy_Company,https://www.tatua.com/,Confirmed
New Zealand,Tegel Foods,https://en.wikipedia.org/wiki/Tegel_Foods,,
New Zealand,Westland Milk Products,https://en.wikipedia.org/wiki/Westland_Milk_Products,https://www.westland.co.nz/,Confirmed
New Zealand,Whitestone cheese,https://en.wikipedia.org/wiki/Whitestone_cheese,http://www.whitestonecheese.co.nz/,Confirmed
New Zealand,Whittaker's,https://en.wikipedia.org/wiki/Whittaker%27s,http://whittakers.co.nz/,Confirmed
New Zealand,Wigram Beer,https://en.wikipedia.org/wiki/Wigram_Beer,https://www.wigrambrewing.co.nz/,Confirmed
New Zealand,Zealong,https://en.wikipedia.org/wiki/Zealong,http://www.zealong.com/,Confirmed
Norway,Bama Gruppen,https://en.wikipedia.org/wiki/Bama_Gruppen,http://www.bama.no/,Confirmed
