country,company,wiki_url,official_sites,possible_official_sites,status_note,company_summary
New Zealand,Jimmy's Pies,https://en.wikipedia.org/wiki/Jimmy%27s_Pies,,,Manual Check Required,"Jimmy's Pies is a New Zealand company based in Roxburgh. It has been producing primarily meat pies since 1960. It is a family business, now run by founder Jimmy Kirkpatrick's son Dennis."
New Zealand,Lewis Road Creamery,https://en.wikipedia.org/wiki/Lewis_Road_Creamery,,http://idealog.co.nz/venture/2015/03/life-and-death-over-chocolate-milk-madness-lewis-road,Potential,"Lewis Road Creamery is a boutique New Zealand dairy company, located in northern New Zealand. They produce a range of milk products, including varieties of milk, cream, ice cream and butter. The company is best known for its brand of chocolate milk, which in 2014 sparked a frenzied, nationwide short..."
New Zealand,Livestock Improvement Corporation,https://en.wikipedia.org/wiki/Livestock_Improvement_Corporation,,,Manual Check Required,"Livestock Improvement Corporation, or LIC, is a New Zealand multinational farmer-owned co-operative which, for more than 100 years, has provided genetics expertise, information and technology to the dairy sector, aimed at improving the prosperity and productivity of farmers. LIC has headquarters in ..."
New Zealand,McCashins Brewery,https://en.wikipedia.org/wiki/McCashins_Brewery,http://www.mccashins.co.nz/,,Confirmed,"McCashin's Brewery, also previously known as Mac's Brewery, is a small brewery based in Nelson, New Zealand. It was founded in 1980/81 by one of the pioneers of craft brewing, Terry McCashin, who produced the well-known Mac's beer. Today it produces Rochdale Cider and a range of Stoke beers."
New Zealand,Monteith's,https://en.wikipedia.org/wiki/Monteith%27s,,http://www.monteiths.co.nz,Potential,Monteith's Brewery Company was originally a family-owned brewing company until it was bought by DB Breweries. It continued to brew its beers on the West Coast of New Zealand until DB decided that the cost of keeping production there was no longer viable. The Greymouth brewery was closed on 22 March ...
New Zealand,My Food Bag,https://en.wikipedia.org/wiki/My_Food_Bag,,,Manual Check Required,My Food Bag is a New Zealand meal-kit home-delivery service providing customers with ingredients and recipes to cook meals. The company is publicly traded and was floated on the NZX and ASX on 5 March 2021.
New Zealand,Progressive Enterprises,https://en.wikipedia.org/wiki/Progressive_Enterprises,,,Manual Check Required,"Progressive Enterprises was a New Zealand retail conglomerate, founded in 1949 by the Pidcot family. It was acquired by Woolworths Group in 2005."
New Zealand,Restaurant Brands,https://en.wikipedia.org/wiki/Restaurant_Brands,http://www.restaurantbrands.co.nz/,,Confirmed,"Restaurant Brands New Zealand Limited (RBD), trading as Restaurant Brands, is a New Zealand fast food company. Restaurant Brands currently operates and owns the master franchising rights for the Carl's Jr., KFC, Pizza Hut, and Taco Bell brands in New Zealand. Restaurant Brands operates most of New Z..."
New Zealand,Silver Fern Farms,https://en.wikipedia.org/wiki/Silver_Fern_Farms,http://www.silverfernfarms.com,,Confirmed,"Silver Fern Farms Limited is a New Zealand multinational meat company. It is owned in equal partnership by Silver Fern Farms Co-op Ltd, a cooperative of 16,000 New Zealand sheep, cattle and deer farmers, and Shanghai Maling Aquarius Ltd. The company is New Zealand's largest livestock processing and ..."
New Zealand,Speight's,https://en.wikipedia.org/wiki/Speight%27s,,http://www.speights.co.nz,Potential,"Speight's is a beer brand and a brewery located in Dunedin, New Zealand. The brand is owned by the Japanese-controlled holding company Lion, itself a subsidiary of Kirin. Speight's is best known for its Gold Medal Ale, one of the best-selling beers in New Zealand. The brewery also includes a chain o..."
New Zealand,Synlait,https://en.wikipedia.org/wiki/Synlait,https://www.synlait.com/,,Confirmed,"Synlait Milk Ltd. is a New Zealand dairy processor selling dairy and plant-based nutritional products, ingredients and powders to multinational customers worldwide. It is headquartered in Dunsandel, Canterbury, with additional manufacturing sites in Auckland and Pōkeno, a Research and Development Ce..."
New Zealand,Talley's Group,https://en.wikipedia.org/wiki/Talley%27s_Group,,http://talleys.co.nz/index.htm,Potential,"Talley's Group Limited is a privately owned, New Zealand–based agribusiness company that provides seafood, vegetable and dairy products. Talley's was established in 1936 in Motueka by Ivan Peter Talijancich (later known as Ivan Talley) as a manufacturer of seafood, and has since grown into one of th..."
New Zealand,Tatua Dairy Company,https://en.wikipedia.org/wiki/Tatua_Dairy_Company,https://www.tatua.com/,,Confirmed,"The Tatua Co-operative Dairy Company Ltd, trading as Tatua, is an independent co-operative dairy company in the Matamata-Piako District of the Waikato Region, in the North Island of New Zealand. It is located in the rural locality of Tatuanui, approximately 8 kilometres east of Morrinsville. The co-..."
New Zealand,Tegel Foods,https://en.wikipedia.org/wiki/Tegel_Foods,,,Manual Check Required,"Tegel Foods Limited is a New Zealand poultry producer. The company is involved in breeding, hatching, processing, marketing, sales, and distribution of poultry products across New Zealand and to selected international markets. With over 2,300 employees nationwide, Tegel offers both cage free and fre..."
New Zealand,Westland Milk Products,https://en.wikipedia.org/wiki/Westland_Milk_Products,https://www.westland.co.nz/,,Confirmed,"Westland Milk Products is a dairy company based in Hokitika, New Zealand. It has been owned by Chinese dairy company Yili Group since 2019. It is the third largest dairy processor in New Zealand (behind Fonterra and Open Country Dairy, and tied with Synlait) with a 3.4% market share. Milk is sourced..."
New Zealand,Whitestone cheese,https://en.wikipedia.org/wiki/Whitestone_cheese,http://www.whitestonecheese.co.nz/,,Confirmed,"Whitestone Cheese is one of the New Zealand South Island's leading cheese companies. The company is based in Oamaru, and takes its name from the limestone known as Oamaru stone which is quarried locally. The cheese is made with no artificial additives and milk from local regional livestock."
New Zealand,Whittaker's,https://en.wikipedia.org/wiki/Whittaker%27s,http://whittakers.co.nz/,,Confirmed,"J.H. Whittaker & Sons, Ltd, trading as Whittaker's, is a New Zealand confectionery manufacturer specialising in palm oil-free chocolate. Whittaker's is the largest chocolate brand in New Zealand. Approximately 30% of their production is now exported. The company controls its entire manufacturing pro..."
New Zealand,Wigram Beer,https://en.wikipedia.org/wiki/Wigram_Beer,https://www.wigrambrewing.co.nz/,,Confirmed,"Wigram Brewing Co. is a brewery in Wigram, Christchurch, New Zealand that was established in 2003. Wigram Brewing Co. is member of the Brewers Guild of New Zealand. Its Ace Smokey Porter won a gold medal in the ""Stout & Porter"" category of the 2023 New Zealand Beer Awards."
New Zealand,Zealong,https://en.wikipedia.org/wiki/Zealong,http://www.zealong.com/,,Confirmed,"Zealong is a New Zealand tea company based in Hamilton, New Zealand. Zealong was the first commercial tea plantation in New Zealand, specialising in high-quality loose teas, green, oolong, and black tea. Zealong are organic or conversion organic certified, Halal certified, and ISO 22000 / HACCP cert..."
Norway,Bama Gruppen,https://en.wikipedia.org/wiki/Bama_Gruppen,http://www.bama.no/,,Confirmed,"Bama Gruppen AS is Norway's largest private distributor of fruit and vegetables. Bama Gruppen is engaged in wholesale trading of imported and Norwegian-produced fresh produce in fruits, vegetables and flowers. The corporation was founded as Chr. Matthiessen AS in 1886 when Christian Marius Emil Matt..."
Norway,Brynild Gruppen,https://en.wikipedia.org/wiki/Brynild_Gruppen,http://www.brynildgruppen.no,,Confirmed,"Brynild Gruppen AS is one of the larger Norwegian family-owned and operated confectionery companies. Its products include chocolate, confections, hard candy, sweets, nuts and dried fruits."
Norway,Cermaq,https://en.wikipedia.org/wiki/Cermaq,http://www.cermaq.com,,Confirmed,"Cermaq is a company which farms salmon and trout in Norway, Canada, Chile and Scotland. In 2017 the farming business had sales of around USD 1,1 billion, and a total sales volume of 157,800 tonnes. Cermaq is a fully owned subsidiary of Mitsubishi Corporation. The company has its headquarters in Oslo..."
Norway,Coop Norge,https://en.wikipedia.org/wiki/Coop_Norge,http://www.coop.no,,Confirmed,Coop Norge is a Norwegian cooperative. It is owned by 117 local cooperatives with approximately 2 million members. The company has its headquarters in Oslo.
Norway,Den Lille Nøttefabrikken,https://en.wikipedia.org/wiki/Den_Lille_N%C3%B8ttefabrikken,,,Manual Check Required,"Den Lille Nøttefabrikken is a Norwegian nut and dried fruit company. It was established in the late 1990s by Bjørn Holmsen with its production facility at Hauketo. Holmsen had formerly founded, and sold, the company Nøttolf. Den Lille Nøttefabrikken packs nuts and dried fruit which are sold in small..."
Norway,Drammens Is,https://en.wikipedia.org/wiki/Drammens_Is,,,Manual Check Required,"Drammens Is is a former ice cream manufacturer based in Drammen, Norway. Drammens Is was founded in 1937. Among the brands made by Drammens Is were Gullkrone, Kjempe-Yes, Hip, Hawaii, Mr. Yankee, Break, Luksuspinne, Kjempe-Nuggi, Sjokoladepinne, Banansplit, Twin, Kokosboller and På Minuttet. Drammen..."
Norway,Felleskjøpet,https://en.wikipedia.org/wiki/Felleskj%C3%B8pet,,,Manual Check Required,Felleskjøpet (Norwegian: ) or FK is a Norwegian agricultural cooperative that serves as a retailer of agricultural operating equipment including animal food and seeds. It is also a wholesaler of grains. The corporation is organised into three separate independent companies that share the same brand ...
Norway,Fjordland,https://en.wikipedia.org/wiki/Fjordland,,,Manual Check Required,"Fjordland is a Norwegian food manufacturer that produces easy made dinners, margarine, yogurt and other dessert dairy products. It is owned by the three agricultural cooperatives Tine, Nortura and Hoff and uses raw products from the three owners as well as seafood. In addition to dinners branded as ..."
Norway,Friele,https://en.wikipedia.org/wiki/Friele,https://www.friele.no/,,Confirmed,"Friele (Kaffehuset Friele; Norwegian: ) is a Norwegian coffee manufacturer and brand based in Midtun, a commercial and residential district of the borough of Fana in Bergen, Norway. Friele is the largest producer of coffee in Norway. It is part of JDE Peet's."
Norway,Gartnerhallen,https://en.wikipedia.org/wiki/Gartnerhallen,,,Manual Check Required,"Gartnerhallen (Norwegian: ) is a Norwegian agricultural cooperative that operates processing plants related to vegetables, fruit, potatoes and berries. It is owned by 1,400 gardeners and potato farmers. The cooperative was started in 1930 and in 1997 is went over to a pure interest group with focus ..."
Norway,Hennig-Olsen Iskremfabrikk,https://en.wikipedia.org/wiki/Hennig-Olsen_Iskremfabrikk,http://www.hennig-olsen.no/,,Confirmed,"Hennig-Olsen Is AS is a family-owned and operated ice cream factory in Kristiansand, Norway. The main product is ice cream, of which it produces more than 20 different types. Ice cream from Hennig-Olsen has its roots back to 1924. Kristiansand resident Sven Hennig-Olsen (1899–1945) learned the art o..."
Norway,HOFF Norske Potetindustrier,https://en.wikipedia.org/wiki/HOFF_Norske_Potetindustrier,,,Manual Check Required,"HOFF (Norwegian for the company's potato brand; formally HOFF SA) is a Norwegian brand and potato-industry company that was created as Norske Potetindustrier (NOPO) in 1982. Hoff was NOPO's own trademark and became the company name from 2010. Hoff works in the processing and marketing of potatoes, i..."
Norway,Hval Sjokoladefabrikk,https://en.wikipedia.org/wiki/Hval_Sjokoladefabrikk,,,Manual Check Required,"Hval sjokoladefabrikk is a chocolate factory in Sandefjord, Norway. It manufactures and markets confectionery made of chocolate and marzipan. It was established by Rolf Rune Forsberg at Pindsle in 1995 as Vestfold County’s only chocolate factory. The factory distributes its products throughout Norwa..."
Norway,Isklar,https://en.wikipedia.org/wiki/Isklar,,,Manual Check Required,"Isklar (Norwegian: ; ""ice clear"" in Norwegian) is a brand of still and sparkling natural mineral water from the Folgefonna Glacier of Norway. It was first launched in the United Kingdom in early 2008 but has since been discontinued. The company was backed by a global conglomerate, the Indian-based S..."
Norway,Kavli,https://en.wikipedia.org/wiki/Kavli,http://www.kavli.com/,,Confirmed,"Kavli (Norwegian pronunciation: ) is a Norwegian brand of soft cheese, caviar, mayonnaise, crackers and milk. The company sells products in 30 countries, with plants in Norway, Finland, Sweden, Denmark, England and Scotland. In 1914, Olav Kavli founded Kavli Holding A/S. In 1924, Olav Kavli invented..."
Norway,Kavli Trust,https://en.wikipedia.org/wiki/Kavli_Trust,http://kavlifondet.no/en/,,Confirmed,"Kavli Trust (Norwegian: Kavlifondet or O. Kavli og Knut Kavlis Almennyttige Fond in full) is a Norwegian foundation based in Bergen that owns Kavli Holding AS that in its turn, owns major food brands including Kavli and Q-meieriene. Kavli Holding AS. Bergen, the Norwegian food group founded in 1893 ..."
Norway,Lerum,https://en.wikipedia.org/wiki/Lerum_(company),,http://www.lerum.no/,Potential,"Lerum is a Norwegian company, which produces food and drinks. As of 2006, the company was considered to be Norway's top manufacturer of fruit drinks, and manufactured many supermarket store brands."
Norway,Maarud,https://en.wikipedia.org/wiki/Maarud,http://www.maarud.no,,Confirmed,Maarud AS (Norwegian: ) is a Norwegian manufacturer of snack foods.
Norway,Nora Industrier,https://en.wikipedia.org/wiki/Nora_Industrier,,,Manual Check Required,"Nora Industrier was a Norwegian company, most of its history involved in manufacturing of soft drinks and foodstuffs. It traced its history back to the brewery St. Halvard Bryggeri, established in Pilestredet in 1877. It originally brewed beer only, from 1882 soda as well. In 1918 the brewery reloca..."
Norway,Nortura,https://en.wikipedia.org/wiki/Nortura,,,Manual Check Required,"Nortura is a Norwegian agricultural cooperative that operates slaughterhouses and other processing plants related to meat and eggs. The company was created as a merger between Gilde Norsk Kjøtt and Prior Norge in 2006, and has head offices in Oslo. Nortura is Norway's biggest food supplier. It proce..."
Norway,Norway Royal Salmon,https://en.wikipedia.org/wiki/Norway_Royal_Salmon,,,Manual Check Required,"Norway Royal Salmon ASA was a Norwegian fish farm company, headquartered in Trondheim, Norway with a sales office in Kristiansand. After nearly 30 years of operation, the company merged with SalMar in 2022, with SalMar acquiring all of NRS's assets and operations. While the aquaculture activities we..."
Norway,Orkla Group,https://en.wikipedia.org/wiki/Orkla_Group,http://www.orkla.com,,Confirmed,"Orkla ASA (Norwegian: ) is a Norwegian conglomerate operating in Europe, Asia and the US. At present, Orkla operates in the branded consumer goods, aluminium products and financial investment sectors. Orkla ASA is listed on the Oslo Stock Exchange and its head office is in Oslo, Norway. As of 31 Dec..."
Norway,SalMar,https://en.wikipedia.org/wiki/SalMar,,http://www.salmar.no,Potential,"SalMar ASA is a Norwegian fish farm company and one of the world's largest producers of farmed salmon. The company's main activities include marine-phase farming, broodfish and smolt production, processing and sale of farmed salmon. It holds 100 licenses for production of Atlantic salmon in Norway, ..."
Norway,Synnøve Finden,https://en.wikipedia.org/wiki/Synn%C3%B8ve_Finden,,,Manual Check Required,"Synnøve Finden is a Norwegian dairy company that produces cheese, butter, and juice with farms in Alvdal Municipality and Namsos Municipality. The company launched its yellow cheese on 21 September 1996 and brown cheese in 1997. The company was listed on the Oslo Stock Exchange. Synnøve Finden is to..."
Norway,Tine,https://en.wikipedia.org/wiki/Tine_(company),,http://www.tine.no,Potential,"TINE SA (Norwegian pronunciation: ) is the largest Norwegian dairy product cooperative consisting of around 15,000 farmers and 5,600 employees. As of 2013, it has a revenue of 20.4 billion Norwegian kroner (NOK) ($3.41bn, £2.04bn, €2.50bn). The parent company, TINE SA, is a cooperative society owned..."
Norway,Vinmonopolet,https://en.wikipedia.org/wiki/Vinmonopolet,,https://www.vinmonopolet.no/vmp/english-category,Potential,"Vinmonopolet (English: The Wine Monopoly), symbolized by Ⓥ and colloquially shortened to Polet, is a government-owned alcoholic beverage retailer and the only company allowed to sell beverages containing an alcohol content higher than 4.75% in Norway. As the arm of the Norwegian government policy to..."
Pakistan,Dalda,https://en.wikipedia.org/wiki/Dalda,http://daldafoods.com/,,Confirmed,Dalda is a vegetable oil (hydrogenated vegetable cooking oil) brand popular in South Asia (specifically in the Indian region).
Pakistan,Engro Corporation,https://en.wikipedia.org/wiki/Engro_Corporation,http://www.engrocorporation.com/,,Confirmed,"Engro Corporation Limited, formerly Engro Chemicals Pakistan Limited, and commonly known as Engro (Urdu pronunciation: en-GROW), is a Pakistani conglomerate headquartered in Karachi. It was founded as Esso Fertilizer in 1965 by Esso. Its subsidiaries, including Engro Energy, Engro Enfrashare, Engro ..."
Pakistan,Fauji Foundation,https://en.wikipedia.org/wiki/Fauji_Foundation,http://www.fauji.org.pk/,,Confirmed,"Fauji Foundation (lit. 'Soldier Foundation'), also known as Fauji Group (Urdu pronunciation: FOW-jee), is a Pakistani conglomerate based in Rawalpindi. It is active in fertilizer, cement, food, power generation, gas exploration, LPG marketing and distribution, financial services, security services a..."
Pakistan,Gourmet Foods,https://en.wikipedia.org/wiki/Gourmet_Foods,,,Manual Check Required,"Gourmet Foods is Pakistani chain of food products headquartered in Lahore, Pakistan. It has seven processing units across the country and over 100 stores in Lahore. It has outlets in Hafizabad, Dera Ismail Khan, Sargodha, Islamabad, Rawalpindi, many in Lahore, Multan, Faisalabad, Gujranwala, Wazirab..."
Pakistan,K&N's,https://en.wikipedia.org/wiki/K%26N%27s,http://kandns.pk/,,Confirmed,"K&N's is a Pakistani multinational poultry and frozen food company based in Karachi, Pakistan. It was founded in 1964 by Khalil Sattar and Naushaba Khalil."
Pakistan,Mitchell's Fruit Farms Limited,https://en.wikipedia.org/wiki/Mitchell%27s_Fruit_Farms_Limited,http://www.mitchells.com.pk,,Confirmed,"Mitchell’s Fruit Farms Limited is a Pakistani food products company headquartered in Lahore, Pakistan. It was founded in 1933 and was acquired by CCL Holding in 2025."
Pakistan,Murree Brewery,https://en.wikipedia.org/wiki/Murree_Brewery,http://www.murreebrewery.com/,,Confirmed,"Murree Brewery is a Pakistani multinational manufacturer of alcoholic and non-alcoholic beverages. It is Pakistan's largest and oldest producer of alcoholic products. In 2015, it produced 10 million litres of beer, along with hundreds of tons of single malt whisky, vodka and brandy. Founded by the B..."
Pakistan,National Foods Limited,https://en.wikipedia.org/wiki/National_Foods_Limited,http://www.nfoods.com/,,Confirmed,"National Foods Limited is a Pakistani multinational food products company founded in 1970, which started out as a spice company, and is based in Karachi, Pakistan. It is a major food products company in Pakistan."
Pakistan,OMORÉ,https://en.wikipedia.org/wiki/OMOR%C3%89,,,Manual Check Required,"Omoré is a frozen dessert brand in Pakistan which is second biggest frozen dessert brand after Wall's in Pakistan. It is manufactured by FrieslandCampina Engro Pakistan, a subsidiary of Dutch multinational co-operative FrieslandCampina. The brand was introduced in 2009. Omoré is also known for their..."
Pakistan,Pakola,https://en.wikipedia.org/wiki/Pakola,https://www.pakola.com.pk/,,Confirmed,"Pakola, derived from Pakistan-Cola, is a flavored carbonated soft drink from Pakistan."
Pakistan,Shan Food Industries,https://en.wikipedia.org/wiki/Shan_Food_Industries,http://www.shanfoods.com/,,Confirmed,"Shan Foods is a Pakistani producer of packaged spice mixes, primarily used in South Asian dishes. The privately held company was established in 1981 as a single-room operation by its founder, Sikandar Sultan. The company's products include recipe mixes, plain spices, ready-to-cook sauces, cooking pa..."
Pakistan,Shezan International,https://en.wikipedia.org/wiki/Shezan_International,https://shezan.com/,,Confirmed,"Shezan International Limited (Urdu: شیزان) is a Pakistani food processing and beverage manufacturer headquartered in Lahore. Its brands include All Pure and Twist. It is part of Shahnawaz Group and is listed on the Pakistan Stock Exchange. Since its inception in 1964, Shezan has produced various pro..."
Pakistan,Peek Freans,https://en.wikipedia.org/wiki/Peek_Freans,,http://www.kraftcanada.com/en/Products/P-R/PeekFreans.aspx,Potential,"Peek Freans is a global brand of biscuits and related confectionery owned by various food businesses. It was formerly a biscuit-making company based in Bermondsey, London, England."
Peru,Ajegroup,https://en.wikipedia.org/wiki/Ajegroup,http://www.ajegroup.com,,Confirmed,"Ajegroup, commonly known as AJE, is a Peruvian multinational company dedicated to the manufacture, distribution and sale of alcoholic and non-alcoholic beverages. The company was founded by the Añaños-Jerí Family in 1988 in Ayacucho, Peru. It is known for its flagship products Kola Real and Big Cola..."
Peru,Alicorp,https://en.wikipedia.org/wiki/Alicorp,http://www.alicorp.com.pe,,Confirmed,"Alicorp is the largest Peruvian consumer goods company, with operations in South America."
Peru,Corporación Lindley S.A.,https://en.wikipedia.org/wiki/Corporaci%C3%B3n_Lindley_S.A.,,http://www.incakola.com.pe,Potential,"Arca Continental Lindley S.A. (formerly known as Corporación José R. Lindley S.A. and the Lindley Corporation) is a Peruvian company involved in the manufacturing, distribution and marketing of nonalcoholic beverages and the official bottler and distributor of all Coca-Cola products in Peru. The com..."
Peru,Don Jorge,https://en.wikipedia.org/wiki/Don_Jorge,https://web.archive.org/web/20180419083847/http://donjorge.com.pe/,,Confirmed,"Embotelladora Don Jorge S.A.C. is a corporation involved in the manufacturing, distribution and marketing of non-alcoholic and alcoholic beverages based in Lima, Peru. Its headquarters are located in the San Miguel District, Lima."
Peru,Enrique Cassinelli and Sons,https://en.wikipedia.org/wiki/Enrique_Cassinelli_and_Sons,,https://web.archive.org/web/20071019052956/http://www.enriquecassinelli.com.pe/historia.htm,Potential,Enrique Cassinelli and Sons is a Peruvian producer of soft drinks and juices. It is located in Trujillo in the La Libertad Region in Peru. Cassinelli and Sons is owner of the Cassinelli brand of soft drinks and the Liber brand of juices.
Peru,La Iberica,https://en.wikipedia.org/wiki/La_Iberica,,http://www.laiberica.com.pe,Potential,"La Ibérica is a traditional chocolate factory in the city of Arequipa, Peru, founded in 1909. The factory provides chocolate in all of its stores in Peru and abroad too."
Philippines,Alaska Milk Corporation,https://en.wikipedia.org/wiki/Alaska_Milk_Corporation,http://www.alaskamilk.com,,Confirmed,"Alaska Milk Corporation (AMC; formerly Holland Milk Products, Inc.), commonly known as Alaska (stylized in all caps), is a Philippine dairy company headquartered in Makati. It was founded in 1972 by Wilfred Uytengsu Sr. and George K. Young. The company is a subsidiary of Dutch dairy cooperative Frie..."
Philippines,Asia Brewery,https://en.wikipedia.org/wiki/Asia_Brewery,,http://www.asiabrewery.com/,Potential,"Asia Brewery, Inc. is a Philippines-based diversified beverage company owned by LT Group, Inc. (PSE: LTG), a publicly listed holding company of Lucio Tan."
Philippines,Bounty Agro Ventures,https://en.wikipedia.org/wiki/Bounty_Agro_Ventures,,,Manual Check Required,"Bounty Agro Ventures, Inc. (BAVI), also known as Bounty is a poultry company based in Pasig, Metro Manila, Philippines. As the main company of the Bounty Fresh Group of Companies, it manages roast chicken retail chains Chooks-to-Go and Uling Roasters, Reyal Litson Manok, Adobo Connection, and HeiHei..."
Philippines,CDO Foodsphere,https://en.wikipedia.org/wiki/CDO_Foodsphere,http://www.cdo.com.ph,,Confirmed,"CDO Foodsphere, Inc., commonly known as CDO, is a Philippine meat processing company based in Valenzuela, Metro Manila."
Philippines,Century Pacific Food,https://en.wikipedia.org/wiki/Century_Pacific_Food,http://www.centurypacific.com.ph/,,Confirmed,"Century Pacific Food, Inc. (CNPF) is a Philippine multinational food processing company headquartered in Ortigas Center, Pasig. It is a wholly owned subsidiary of Century Pacific Group, Inc."
Philippines,Comfoods,https://en.wikipedia.org/wiki/Comfoods,,,Manual Check Required,"Commonwealth Foods, Inc., simply known as Comfoods, is a Philippine food and beverage company based in Makati."
Philippines,Delimondo,https://en.wikipedia.org/wiki/Delimondo,https://www.delimondo.ph/,,Confirmed,"Deli Mondo Food Specialities Inc., doing business as Delimondo, is a Filipino food processing company founded by Katrina Ponce Enrile under the JAKA Group. It was founded on November 13, 2006 after the Enrile family's specialty canned ranch-style corned beef, originally made for personal enjoyment, ..."
Philippines,Eng Bee Tin,https://en.wikipedia.org/wiki/Eng_Bee_Tin,,,Manual Check Required,"Eng Bee Tin Chinese Deli (Chinese: 永美珍食品廠; pinyin: Yǒngměizhēn Shípǐnchǎng; Pe̍h-ōe-jī: Éng-bí-tin Si̍t-phín-chhiúⁿ) is a Chinese deli chain based in Binondo, Manila, Philippines."
Philippines,Figaro Coffee Company,https://en.wikipedia.org/wiki/Figaro_Coffee_Company,http://www.figarocoffee.com/,,Confirmed,"Figaro Coffee Systems Inc. (Figaro Coffee) is a Philippine coffee company and coffeehouse chain that works on the franchise model. As of September 2013, it had 63 outlets in Philippines, Qatar, Saudi Arabia and Papua New Guinea. As of 2020, Figaro Coffee had a total of 90 outlets worldwide."
Philippines,Food Terminal Inc.,https://en.wikipedia.org/wiki/Food_Terminal_Inc.,http://FTI.gov.ph,,Confirmed,"Food Terminal Incorporated (FTI) is a government-owned and controlled corporation (GOCC) focused on food processing and distribution in the Philippines. Headquartered in Western Bicutan, Taguig, it also operated a 120 hectares (297 acres) industrial estate that leased lots to small and medium-sized ..."
Philippines,Fruitas Holdings,https://en.wikipedia.org/wiki/Fruitas_Holdings,,,Manual Check Required,"Fruitas Holdings, Inc. is a food company in the Philippines which maintains several food and beverage kiosk chains including its flagship brand, Fruitas. It is publicly listed on the Philippine Stock Exchange."
Philippines,Goldilocks Bakeshop,https://en.wikipedia.org/wiki/Goldilocks_Bakeshop,http://www.goldilocks.com.ph,,Confirmed,"Goldilocks Bakeshop is a bakery chain based in the Philippines, which produces and distributes Philippine cakes and pastries."
Philippines,Jollibee Foods Corporation,https://en.wikipedia.org/wiki/Jollibee_Foods_Corporation,http://www.jollibeegroup.com,,Confirmed,"Jollibee Foods Corporation (JFC), doing business as Jollibee Group, is a Philippine multinational company headquartered in Pasig, Metro Manila, Philippines. JFC is the owner of the fast food brand Jollibee. With the success of its flagship brand, JFC acquired some of its competitors in the fast food..."
Philippines,Liwayway Holdings Company,https://en.wikipedia.org/wiki/Oishi_(Philippine_brand),,,Manual Check Required,"Liwayway Marketing Corporation, doing business as Oishi (/oʊˈwɪʃiː/ OH-wih-SHEE), is a snack company based in the Philippines. Its headquarters are in Pasay. As of 2018, it is headed by Carlos Chan. In China, the company is known as Oishi Shanghaojia (上好佳OISHI)."
Philippines,Malagos Chocolate,https://en.wikipedia.org/wiki/Malagos_Chocolate,http://malagoschocolate.com/,,Confirmed,"Malagos Agri-Ventures Corporation (d.b.a. Malagos Chocolate) is a Philippine bean-to-bar chocolate manufacturer based in Davao City. Founders Roberto and Charita Puentespina leased cacao trees and made tablea with them. After collaborating with retailers, they partnered with the Mars Cocoa Developme..."
Philippines,Mama Sita's Holding Company,https://en.wikipedia.org/wiki/Mama_Sita%27s_Holding_Company,https://mamasitas.com/?site=global/,,Confirmed,"Mama Sita's Holding Company, Inc. (founded as Marigold Commodities Corporation) is a Philippine-based manufacturer of condiments, selling its products under the brand, Mama Sita's. The brand is named after Teresita ""Mama Sita"" C. Reyes, matriarch of the company's founders, the spouses Bartolome B. L..."
Philippines,Max's Group,https://en.wikipedia.org/wiki/Max%27s_Group,,,Manual Check Required,"Max's Group, Inc. (locally ), formerly the Max's Group of Companies, is a restaurant company in the Philippines."
Philippines,Monde Nissin,https://en.wikipedia.org/wiki/Monde_Nissin,https://www.mondenissin.com,,Confirmed,"Monde Nissin Corporation, commonly known as Monde Nissin or abbreviated as MNC, is a Philippine multinational food and beverage company with a portfolio of brands across instant noodles, biscuits, baked goods, culinary aids and alternative meat products categories, including Lucky Me!, SkyFlakes, Fi..."
Philippines,NutriAsia,https://en.wikipedia.org/wiki/NutriAsia,https://nutriasia.com/,,Confirmed,"Nutri-Asia, Inc. (doing business as NutriAsia), formerly Enriton Natural Foods, Inc. and its predecessors Southeast Asia Food, Inc. and UFC Philippines, Inc., is a Philippine privately-held multinational food processing company headquartered in Bonifacio Global City, Taguig, Metro Manila. It is the ..."
Philippines,Potato Corner,https://en.wikipedia.org/wiki/Potato_Corner,https://potatocorner.com/,,Confirmed,"Potato Corner is a Filipino fast food franchise which is known for its flavored french fries. It is owned by the same company behind Shakey's Pizza. Potato Corner's first stall opened up in SM Megamall at Mandaluyong, on October 16, 1992 under Cinco Corporation. It expanded to 70 stores in the two y..."
Philippines,Rebisco,https://en.wikipedia.org/wiki/Rebisco,https://www.rebisco.com.ph,,Confirmed,"The Rebisco Group of Companies, doing business as Rebisco (an acronym of its legal name, the Republic Biscuit Corporation) and also known as the Rebisco Group, is a Philippine privately held multinational snack food company headquartered in Ortigas Center, Pasig, Metro Manila. It was founded in 1963..."
Philippines,RFM Corporation,https://en.wikipedia.org/wiki/RFM_Corporation,http://www.rfmfoods.com,,Confirmed,"RFM Corporation (PSE: RFM) is a publicly listed food and beverage company in the Philippines. RFM is a manufacturer of flour and flour-based products, milk, juice drinks, and ice cream. As of June 2013, RFM had an asset base of P12 billion and a total market capitalization of P17.1 billion."
